Entry ID,Gender Description,Classification Description 9,Room Preference Description 1,Room Preference Description 2,Room Preference Description 3,Room Preference Comments,Floor Gender Preference,Nationality Description 4,PR Status,Admit Term,Enrollment Term,Faculty,Medical,Enrollment Status
104229,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",N/A,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,ARTS & SOCIAL SCIENCES,N/A,CURRENT
105607,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",NISSIN,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,ARTS & SOCIAL SCIENCES,,CURRENT
106313,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",NISSIN,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,ARTS & SOCIAL SCIENCES,,CURRENT
104236,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)",,NISSIN,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1410,4,ARTS & SOCIAL SCIENCES,,ON STUDY ABROAD PROGRAMME
109185,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)",,,NISSIN,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,SCHOOL OF BUSINESS,,CURRENT
109801,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)",,NISSIN,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,ARTS & SOCIAL SCIENCES,,ON STUDENT EXCHANGE PROGRAMME
130855,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",Only require Sem 2 stay. ~10 floor would be great.,Single Gender Floor,SINGAPORE CITIZEN,FALSE,1510,4,SCIENCE,NIL,CURRENT
166594,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)","PEANUTBUTTERKAYA (SUITE), MIXEDRICE (FLOOR)",Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
166628,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","PEANUTBUTTERKAYA (SUITE), MIXEDRICE (FLOOR)",Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF BUSINESS,nil,CURRENT
166994,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)",,"PEANUTBUTTERKAYA (SUITE), MIXEDRICE (FLOOR)",Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF BUSINESS,I have a skin condition called eczema and prolonged exposure to heat will aggravate my condition.,CURRENT
167000,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)",,,"PEANUTBUTTERKAYA (SUITE), MIXEDRICE (FLOOR)",Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,N.A.,CURRENT
166584,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)","PEANUTBUTTERKAYA (SUITE), MIXEDRICE (FLOOR)",No Preference,SINGAPORE CITIZEN,FALSE,1610,2,SCIENCE,NIL,CURRENT
166598,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","PEANUTBUTTERKAYA(Suite), MIXEDRICE(Floor)",Mixed Gender Floor,CHINESE/TAIWANESE,TRUE,1610,2,ENGINEERING,Nil,CURRENT
104233,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",,Prefer staying on higher floors,Mixed Gender Floor,Chinese,FALSE,1410,6,SCIENCE,Nil,CURRENT
138206,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",Room beside the male toilet will be good!,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1510,4,ARTS & SOCIAL SCIENCES,,CURRENT
104312,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",Room near the female toilet (due to gastric issues),No Preference,SINGAPORE CITIZEN,FALSE,1410,6,ARTS & SOCIAL SCIENCES,Gastric.,CURRENT
135613,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)",RoslindaGiveUs15100SuitePleaseThankYou,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1510,4,ENGINEERING,NIL,CURRENT
144422,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",RoslindaGiveUs15100SuitePleaseThankYou,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1510,4,SCHOOL OF COMPUTING,I was diagnosed with dysthymia in October 2014. I am currently treated as an outpatient at the National University Hospital. The University Health Center has documented my declaration.,CURRENT
130010,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)",,,RoslindaGiveUs15100SuitePleaseThankYou,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1510,4,SCIENCE,NIL,CURRENT
133612,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)",RoslindaGiveUs15100SuitePleaseThankYou,No Preference,SINGAPORE CITIZEN,FALSE,1510,4,SCIENCE,Hepatitis B (currently on Tenofovir),CURRENT
148226,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)",,RoslindaGiveUs15100SuitePleaseThankYou,Single Gender Floor,SINGAPORE CITIZEN,FALSE,1510,4,ARTS & SOCIAL SCIENCES,,CURRENT
80930,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",Same as current one,Single Gender Floor,SINGAPORE CITIZEN,FALSE,1310,8,ENGINEERING,None,CURRENT
167920,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",SAREN SWAG,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
187292,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)",SAREN SWAG,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,LAW,NIL,CURRENT
168065,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",SAREN SWAG,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,LAW,None,CURRENT
168064,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)",SAREN SWAG,Mixed Gender Floor,Chinese,FALSE,1610,2,ENGINEERING,NA,CURRENT
167966,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)",,SAREN SWAG,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
168133,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",,SAREN SWAG,Mixed Gender Floor,Japanese,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
165612,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",,SAREN SWAG,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCIENCE,,CURRENT
173522,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",SAREN SWAG,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,NIL,CURRENT
167318,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",SAREN SWAG,Mixed Gender Floor,Chinese,FALSE,1610,2,SCHOOL OF COMPUTING,,CURRENT
167902,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",,SAREN SWAG,Mixed Gender Floor,Chinese,FALSE,1610,2,SCHOOL OF BUSINESS,NIL,CURRENT
165816,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",SAREN SWAG,Mixed Gender Floor,Indian,FALSE,1610,2,SCHOOL OF COMPUTING,,CURRENT
168164,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",SAREN SWAG,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF COMPUTING,,CURRENT
172489,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",,SAREN SWAG,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCIENCE,NIL,CURRENT
167633,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",SAREN SWAG,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,NIL,CURRENT
168119,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)",SAREN SWAG,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF COMPUTING,,CURRENT
164971,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",SAREN SWAG,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCIENCE,,CURRENT
168028,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)",,SAREN SWAG,No Preference,Chinese,FALSE,1610,2,SCIENCE,,CURRENT
168570,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",SAREN SWAG and room with better ventilation due to allergy to dust,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
181397,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",SAREN SWAG room E,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF BUSINESS,,CURRENT
167930,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)",,"SAREN SWAG, higher floor",Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1600,,YONG LOO LIN SCHOOL OF MEDICINE,nil,CURRENT
180677,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)","SAREN SWAG, if possible Room 100B/107B for non-aircon suite",Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCIENCE,N.A.,CURRENT
104361,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)",Suite code: iheartalpaca2017 ; Would like to request for 18th floor,Single Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,ARTS & SOCIAL SCIENCES,,CURRENT
108535,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",Suite code: iheartalpaca2017 ; Would like to request for 18th floor,Single Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,SCIENCE,NIL,CURRENT
104282,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",Suite code: iheartalpaca2017 ; Would like to request for 18th floor suite.,Single Gender Floor,Malaysian,FALSE,1410,6,ENGINEERING,,CURRENT
165778,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",Suite16,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,LAW,G6PD Deficiency,CURRENT
168467,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",Suite16,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,LAW,Nil.,CURRENT
170570,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",Suite16,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,LAW,-,CURRENT
171509,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",Suite16,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,LAW,,CURRENT
181661,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",Suite16,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,LAW,"I have been seeing a psychiatrist for ADHD since the age of 10, but no special arrangements will be necessary.",CURRENT
168789,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)",Suite16,No Preference,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
167394,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)",tenplusfloorplease,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF COMPUTING,,CURRENT
164729,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",tenplusfloorplease,No Preference,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF BUSINESS,,CURRENT
171708,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",tenplusfloorplease,No Preference,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF BUSINESS,,CURRENT
171932,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",truhoes,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF COMPUTING,,CURRENT
166625,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)",,,truhoes,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,Nil,CURRENT
169493,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)",,,truhoes,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
171072,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",,truhoes,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
170007,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",truhoes,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
166548,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",,truhoes,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,-,CURRENT
167901,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",,truhoes,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,Nil,CURRENT
165292,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",truhoes,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF COMPUTING,,CURRENT
168325,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)",,truhoes,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCIENCE,Nil,CURRENT
133308,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",Ven&Jeep,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1510,4,ARTS & SOCIAL SCIENCES,,CURRENT
165678,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",Ven&Jeep,Mixed Gender Floor,French,FALSE,1610,2,ARTS & SOCIAL SCIENCES,,CURRENT
165590,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCIENCE,nil,CURRENT
95899,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,SCIENCE,,CURRENT
106622,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",,Mixed Gender Floor,Chinese,FALSE,1410,6,ENGINEERING,None,CURRENT
111984,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",,Mixed Gender Floor,Chinese,FALSE,1410,6,SCHOOL OF COMPUTING,,CURRENT
170575,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF COMPUTING,,CURRENT
130292,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1510,4,SCIENCE,-,CURRENT
135106,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1510,4,SCHOOL OF COMPUTING,,CURRENT
111939,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,ARTS & SOCIAL SCIENCES,,ON STUDENT EXCHANGE PROGRAMME
167925,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)",,,,Mixed Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,ARTS & SOCIAL SCIENCES,NIL,CURRENT
181533,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",,No Preference,SINGAPORE CITIZEN,FALSE,1610,2,ENGINEERING,none,CURRENT
133346,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)",,,,No Preference,SINGAPORE CITIZEN,FALSE,1510,4,SCHOOL OF BUSINESS,-,CURRENT
110803,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",,No Preference,American,FALSE,1410,6,SCIENCE,Nil,CURRENT
109809,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",,No Preference,SINGAPORE CITIZEN,FALSE,1410,6,ENGINEERING,-,ON STUDENT EXCHANGE PROGRAMME
109215,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",,,No Preference,SINGAPORE CITIZEN,FALSE,1410,6,ENGINEERING,,CURRENT
168008,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",,No Preference,Chinese,FALSE,1610,2,SCIENCE,nil,CURRENT
113822,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",,No Preference,Chinese,FALSE,1410,6,SCIENCE,,CURRENT
105844,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)",,,,No Preference,SINGAPORE CITIZEN,FALSE,1410,6,ARTS & SOCIAL SCIENCES,,CURRENT
134665,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",,No Preference,SINGAPORE CITIZEN,FALSE,1510,4,SCHOOL OF COMPUTING,,CURRENT
104242,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",,No Preference,SINGAPORE CITIZEN,FALSE,1410,6,ENGINEERING,None,ON STUDENT EXCHANGE PROGRAMME
133315,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)",,,,No Preference,SINGAPORE CITIZEN,FALSE,1510,4,ENGINEERING,,CURRENT
133345,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",,No Preference,Chinese,FALSE,1510,4,SCIENCE,Not Applicable,CURRENT
108244,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",,No Preference,Chinese,FALSE,1410,6,SCIENCE,nil,CURRENT
95891,Female,USP Senior UG,"USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",,Single Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,ARTS & SOCIAL SCIENCES,,CURRENT
75965,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",,Single Gender Floor,Chinese,TRUE,1310,7,SCHOOL OF BUSINESS,allergic to penicillin,ON LEAVE OF ABSENCE
133300,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",,Single Gender Floor,SINGAPORE CITIZEN,FALSE,1510,4,SCIENCE,NIL,CURRENT
105510,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)",,Single Gender Floor,Chinese,FALSE,1410,6,ARTS & SOCIAL SCIENCES,NIL,CURRENT
168462,Female,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",,Single Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF BUSINESS,,CURRENT
124164,Female,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",,Single Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,ARTS & SOCIAL SCIENCES,,CURRENT
138160,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)",,Single Gender Floor,SINGAPORE CITIZEN,FALSE,1510,4,ARTS & SOCIAL SCIENCES,Nil,CURRENT
170842,Male,USP Senior UG,"USP, Single (Corridor, Air-Con)","USP, Single (Corridor, Non Air-Con)",,,Single Gender Floor,SINGAPORE CITIZEN,FALSE,1610,2,SCHOOL OF BUSINESS,,CURRENT
111989,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (Corridor, Air-Con)",,Single Gender Floor,SINGAPORE CITIZEN,FALSE,1410,6,SCIENCE,NIL,CURRENT
134553,Male,USP Senior UG,"USP, Single (Corridor, Non Air-Con)","USP, Single (Corridor, Air-Con)","USP, Single (6 bdrm Apt, Non Air-Con)",,Single Gender Floor,Chinese,FALSE,1510,4,SCHOOL OF COMPUTING,,CURRENT
139031,Female,Senior UG,,,,,,SINGAPORE CITIZEN,FALSE,1510,4,LAW,,CURRENT
180680,Male,USP Senior UG,"USP, Single (6 bdrm Apt, Non Air-Con)","USP, Single (6 bdrm Apt, Air-Con)","USP, Single (Corridor, Non Air-Con)",,,Chinese,FALSE,1610,2,JOINT MULTI-DISCIPLINARY PROGRAMMES,,CURRENT
